URL,Técnica,Tamaño,AP0,AP1,AP2,AP3,AP4,AP5,AP6,AP7,AP8,AP9
https://www.christies.com/en/lot/lot-6467198?ldp_breadcrumb=back,tempera and gold on panel,8 1⁄8 x 7 in. (20.7 x 17.8 cm.),"[The Property of a European Collection]; Christie's, New York, 25 January 2012, lot 6 (sold together with one further predella panel from the same altar), where acquired by the present owner.","Michel van Gelder, Château Zeecrabbe, Uccle, Belgium, 1928, and by descent until,","with Ugo Jandolo, Rome, 1928, from whom acquired by,","Church of S. Giorgio a Ruballa, Bagno a Ripoli, near Florence, from where apparently removed before 1821.",,,,,,
https://www.christies.com/en/lot/lot-6467199?ldp_breadcrumb=back,"oil on panel, a fragment",14 ½ x 11 ¼ in. (37 x 28.6 cm.),"Anonymous sale; Bailly-Pommery & Vouttier Associés, Paris, 12 December 2012, lot 1, as Italian School, circa 1500.","Cartier, Paris.","with Sekeyan, Paris, by 1916, and from whom acquired by,",,,,,,,
https://www.christies.com/en/lot/lot-6467200?ldp_breadcrumb=back,tempra and gold on panel,29 3⁄8 x 19 ½ in. (74.7x 49.5 cm.),"Anonymous sale; Sotheby's, London, 7 July 2010, lot 40, where acquired by the present owner.","Private collection, France, reportedly since the 19th century and until sold,",,,,,,,,
https://www.christies.com/en/lot/lot-6467201?ldp_breadcrumb=back,oil on panel,25 3⁄8 x 19 in. (64.5 x 48.3 cm.),"Philip Pouncey (1910-1990), and by descent.","Denys Miller Sutton (1917-1991), London, from whom acquired by the following c. 1970,","Meyerstein collection, from whom acquired by the following in 1953-4,","Anonymous sale; Christie's, London, 15 March 1929, lot 93, as 'Raphael'.","with P. & D. Colnaghi & Co., London.",,,,,
https://www.christies.com/en/lot/lot-6467202?ldp_breadcrumb=back,"tempera and gold on panel, with an arched top",35 x 13 in. (89 x 33 cm.),"with Charles Beddington Ltd., London, from whom acquired by the present owner in March 2001.","Private collection, England.","with Agnews, London, by 1956.","Paul J. Getty (1892–1976), Santa Monica, CA, acquired in 1955.","with Horace Ayerst Buttery, London.","Comte da Lisca collection, Verona, according to the Witt Library archive.",,,,
https://www.christies.com/en/lot/lot-6467203?ldp_breadcrumb=back,oil on panel,28 1⁄8 x 20 5⁄8 in. (71.5 x 52.4 cm.),"with French & Company, New York.","with Luigi Grassi, where acquired in 1978 by the following,","Charles Alexander Loeser (1864–1928), Villa Torri Gattaia, Florence, by whom placed on deposit at the Palazzo Vecchio, Florence.",,,,,,,
https://www.christies.com/en/lot/lot-6467204?ldp_breadcrumb=back,tempera and gold on panel,16 ¾ x 61 in. (42.5 x 155 cm.),"Anonymous sale [Property from the Estate of a Gentleman]; Christie's, London, 7 December 2010, lot 7, where acquired by the present owner.","Sir Thomas Merton F.R.S., K.B.E. (1888-1969), Stubbings House, Maidenhead, and by descent.","Otto H. Kahn (1867-1934), Sutton Place, New York, by 1914, as 'from the Saraceni Palace, Siena', and by descent to Mrs. Otto Kahn; Christie's, London, 28 July 1939, lot 58, as 'Vecchietta', where acquired for 350 gns. by Sir Alec Martin on behalf of the following,","Count Palmieri-Nuti, Siena, as 'Lorenzo di Pietro, called Vecchietta'.",,,,,,
https://www.christies.com/en/lot/lot-6467205?ldp_breadcrumb=back,"tempera on gold ground panel, pointed top","the first, 48 1⁄8 x 16 ½ in. (122.3 x 42 cm.); the second, 48 ¼ x 16 5⁄8 in. (122.4 x 42.2 cm.)","Anonymous sale; Sotheby's, London, 4 July 2012, lot 1, as 'Giovanni del Biondo and Workshop', when acquired by the present owner.","Private collection, Germany (according to Offner and Steinweg, op. cit., 1969).","Katharina Henkell (1871-1942), and by descent in the family.","Otto Henkell (1869-1929), Wiesbaden, and by descent to his wife,","Dr Röhrer, Ammersee.",,,,,
https://www.christies.com/en/lot/lot-6467206?ldp_breadcrumb=back,"oil on canvas, laid down on panel, circular",24 1⁄8 in. (61.2 cm.) diam.,"Anonymous sale; Christie's, New York, 25 January 2012, lot 29, where acquired by the present owner.","Private collection, Germany.",,,,,,,,
https://www.christies.com/en/lot/lot-6467207?ldp_breadcrumb=back,"oil on panel, arched top",37.2 x 24.5 cm.,"Private collection, Germany.",,,,,,,,,
https://www.christies.com/en/lot/lot-6467208?ldp_breadcrumb=back,oil on panel,31 5⁄8 x 22.7⁄9 in. (80.5 x 58 cm.),"with Bob P. Haboldt & Co., New York, from whom acquired by the present owner in 1999.","Private collection, The Netherlands.","with P. & D. Colnaghi, London, from 1913 until 1917.","Alessandro Basevi-Gambarana, Genoa.","Palazzo Orsetti, Lucca.",,,,,
https://www.christies.com/en/lot/lot-6467209?ldp_breadcrumb=back,"tempera and gold on panel, a fragment",6 7⁄8 x 2 3⁄8 in.,"[Property from the Collection of Everett Fahy]; Christie's, New York, 26 October 2016, lot 7, as Circle of Duccio, where acquired by the present owner.","Everett Fahy (1941-2018), New York, by whom sold,","Sir John Pope-Hennessy (1913-1994), New York, by whom bequeathed to","Mrs. Harold Bompas, London; Christie's, London, 27 June 1969, lot 52, where acquired by",,,,,,
https://www.christies.com/en/lot/lot-6467211?ldp_breadcrumb=back,"oil on slate, a tondo",14 in. (35.5 cm),"Anonymous sale; Phillips, London, 2 December 1997, lot 48, where acquired by the present owner as 'Angelo Caroselli'.","Bodilly collection, London.",,,,,,,,
https://www.christies.com/en/lot/lot-6467212?ldp_breadcrumb=back,oil on canvas,47 3⁄8 x 38 ¼ in. (120.3 x 97 cm.),"Anonymous sale; Blindarte, Naples, 25 May 2021, lot 99, as Neapolitan School, first half of 17th century, where acquired by the present owner.",,,,,,,,,
https://www.christies.com/en/lot/lot-6467213?ldp_breadcrumb=back,"oil on canvas, unframed","32 ½ x 40 ½ in. (82.5 x 102.8 cm), including additions, measuring 2 in. along the upper edge, and 1 in. along the left, right, and lower edges","Anonymous sale; Christie's, London, 5 July 1996, lot 42, where acquired by the present owner.","with Arcade Gallery, London.","Anonymous sale; Sotheby's, London, 29 November 1961, lot 100, as Pietro Paolini (220 pounds to Arcade Gallery).","with P. & D. Colnaghi & Co., London, by 1959, as Angelo Caroselli.",,,,,,
https://www.christies.com/en/lot/lot-6467214?ldp_breadcrumb=back,oil on canvas,33 x 40 in. (83.8 x 101.6 cm.),"[Sold by Order of the University Trustees of the William Rockhill Nelson Trust, Kansas City, Missouri]; Christie's, New York, 18 May 1995, lot 53, where acquired.","William Rockhill Nelson (1841-1915), Kansas City, MO,","Mrs. Ethlyne Seligman, New York, by 1979.","with Jacques Seligmann & Co., New York, by 1951.",,,,,,
https://www.christies.com/en/lot/lot-6467215?ldp_breadcrumb=back,oil on canvas,41 ½ x 79 ¾ in. (105.4 x 202.6 cm.),"with P. & D. Colnaghi & Co., London, where acquired in October 1979 by the uncle of the present owner.","Francesco Parisio, Vevey, where acquired in December 1973 by the following,","(Possibly) Antonio Caputo, Naples.",,,,,,,
https://www.christies.com/en/lot/lot-6467216?ldp_breadcrumb=back,oil on canvas,57 ¾ x 48 ¼ in. (146.8 x 122.5 cm.),"Anonymous sale; Christie's, New York, 26 May 2000, lot 58, where acquired.","Consul General Karl Bergsten (1869-1953), Villa Dagmar, Stockholm.",,,,,,,,
https://www.christies.com/en/lot/lot-6467217?ldp_breadcrumb=back,oil on copper,7 ½ x 5 7⁄8 in. (19 x 15 cm.),"Leon Zielinski (1935-2023), Center Line, MI; [From the Estate of Prominent Collector Leon Zielinski, Macomb County], DuMouchelles, Detroit, 19 October 2023, lot 424, where acquired by the present owner as 'Italian School After Sasso Ferrato G. Battista'.","Edith Cragg (d. 1925), Wrotham Place, Kent; (her deceased sale), Christie's, London, 26 June 1925, lot 110 (part lot), 11 gns. to Collings.","John Webb (1799-1880), Kent and Cannes, and by descent to his daughter,",,,,,,,
https://www.christies.com/en/lot/lot-6467218?ldp_breadcrumb=back,oil on canvas,52 5⁄8 x 38 7⁄8 in. (133.7 x 98.7 cm),"Mark Fisch and Rachel Davidson; [Fisch Davidson Collection], Sotheby’s, New York, 26 January 2023, lot 2, where acquired.","with Whitfield Fine Art, London, 1994, from whom acquired in 1995 by the following,","[‘The Property of a Gentleman of Title’]; Sotheby's, London, 8 July 1992, lot 89.","Private collection, Geneva, until,",Marcantonio VI Doria (1904–1985).,"Ernesto Doria (1863–1933), and by descent to his son (with his first wife Anna Rosa Bues [1872–1906]),","Marcantonio V Doria (1824–1870), and by descent to his son,","Francesco Doria (1797–1874), and by descent to his son,","Marcantonio IV Doria (1765–1837), Prince of Angri, Genoa, by 1780, and by descent to his son,","Niccolò Doria (1599–1688), Genoa, 1651, and by inheritance to,"
https://www.christies.com/en/lot/lot-6467219?ldp_breadcrumb=back,oil on canvas,40 x 51 in. (101.6 x 129.5 cm.),,,,,,,,,,
https://www.christies.com/en/lot/lot-6467220?ldp_breadcrumb=back,oil on canvas,26 3⁄8 x 22 ¼ in. (67 x 56.6 cm.),"Anonymous sale; Dorotheum, Vienna, 17 October 2012, lot 553, where acquired after the sale by the present owner.","Anonymous sale; Christie's, London, 8 December 2010, lot 211 as 'Studio of Guido Reni'.",,,,,,,,
https://www.christies.com/en/lot/lot-6467221?ldp_breadcrumb=back,oil on canvas,45 ½ x 33 in. (115.5 x 83.9 cm.),"Anonymous sale [Property of a Private Collector]; Christie's, New York, 19 April 2007, lot 310, as 'Circle Of Bartolomé Esteban Murillo' ($150,000), where acquired by the present owner.","Anonymous sale; Christie's, London, 8 July 1927, lot 76, as 'B.E. Murillo', (850 gns. to Kleinberger).","William Ward, 1st Earl of Dudley (1817-1885), and by descent in the family.","José de Salamanca y Mayol, Marquis de Salamanca (1811-1883); sale, Paris, 3-6 June 1867, lot 18, where described as 'from the Royal Palace at Madrid', where acquired for 30,500 FF by the following,",,,,,,
https://www.christies.com/en/lot/lot-6467222?ldp_breadcrumb=back,oil on panel,16 ¼ x 22 3⁄8 in. (41.3 x 56.7 cm.),"Bertha Howard Minturn (1866-1933), née Potter, New York and Paris, and by descent to the present owner.","Robert Shaw Minturn (1863-1918), New York, and by descent to his wife,",,,,,,,,
https://www.christies.com/en/lot/lot-6467223?ldp_breadcrumb=back,oil on panel,43 ½ x 64 1⁄8 in. (110.5 x 162.7 cm.),"with Galerie Jan De Maere, Brussels, where acquired by the present owner.","Private collection, Brussels.","with Kunsthandel Folkner, Duerle, until 1982, when sold to the following.","Mr. and Mrs. J. Seward Johnson, their sale, Sotheby’s, New York, 8 January 1981, lot 11.","with Kunsthandel P. de Boer, Amsterdam, by 1970.","Dr. Hans A. Wetzlar (d. 1977), Amsterdam.","[The Property of a Lady]; Christie’s, London, 26 June 1964, lot 134 (1,200 gns. to Wetzlar).","Private collection, England.",,
https://www.christies.com/en/lot/lot-6467224?ldp_breadcrumb=back,oil on panel,19 ½ x 34 1⁄8 in. (49.5 x 86.7 cm.),"Anonymous sale; Christie's, London, 7 July 2010, lot 105, where acquired by the present owner.","with Leonard Koetser, 1970, as Adrian Pietersz. van de Venne.",,,,,,,,
https://www.christies.com/en/lot/lot-6467225?ldp_breadcrumb=back,oil on panel,27 ¾ x 21 ¾ in. (70.6 x 55.2 cm.),"Commissioned by the sitter Pieter Jansz. Gaef in 1558, Amsterdam, and by descent to the present owner.",,,,,,,,,
https://www.christies.com/en/lot/lot-6467226?ldp_breadcrumb=back,"bodycolour, pen and black ink, pen and brown ink or gold framing lines, on vellum","circa 3 x 2 in. (7.5 x 5 cm.), each",,,,,,,,,,
https://www.christies.com/en/lot/lot-6467227?ldp_breadcrumb=back,oil on panel,15 ¼ x 22 3⁄8 in. (38.3 x 56.8 cm.),"[Property of a lady]; Christie’s, London, 13 December 1996, lot 9, where acquired by the present owner.","Gand van Saceghem, Ghent, by 1842; his sale, Le Roy, Brussels, 2-3 June 1851, lot 85.","Léon Gabriel Leduc (1798-1873), marquis de Saint-Clou, Paris.",,,,,,,
https://www.christies.com/en/lot/lot-6467228?ldp_breadcrumb=back,oil on copper,7 5⁄8 x 5 in. (19.4 x 12.9 cm.),"Anonymous sale; Sotheby’s, London, 7 December 2016, lot 37, where acquired by the present owner.","Dr. Herbert Girardet (1910-1972), Essen, by 1970, by descent, and by whom sold,","with Brod Gallery, London.","[Property of a Gentleman]; Christie’s, London, 27 June 1969, lot 53 (11,000 gns. to the following),",,,,,,
https://www.christies.com/en/lot/lot-6467229?ldp_breadcrumb=back,oil on canvas,27 ¾ x 40 ½ in. (70.5 x 102.9 cm.),"Anonymous sale; Christie's, London, 7 April 1995, lot 15, where acquired by the present owner.","Anonymous sale; Finarte, Milan, 3 December 1993, lot 85.","[The Property of Jocelyn Stevens, Esq.]; Christie's, London, 2 July 1976, lot 74 (12,380 gns.).","Sir Jocelyn Edward Greville Stevens (1932-2014), London,","Dr. N.J. van Aalst, his sale; Christie's, London, 1 April 1960, lot 45 (6,500 gns. to Agnew).","Dr. Cornelis Johannes Karel van Aalst (1866-1939), Huis-te-Hoevelaken, Amersfoort, by 1933, and by descent to his son,","with Galerie de Heuvel, Brussels, by 1931.","Anonymous sale; Galerie Fievez, Brussels, 16 December 1929, lot 89.","with Galerie Helbing, Munich.","with Galerie Sanct Lucas, Vienna."
https://www.christies.com/en/lot/lot-6467230?ldp_breadcrumb=back,oil on canvas,42 7⁄8 x 51 ¾ in. (109 x 131.5 cm.),"with Robilant and Voena, London, by 2005, whence acquired by the present owner.","Luigi Koelliker, Milan,","(Possibly) Visconti collection, Milan, by the eighteenth century.","(Possibly) Bartholomeus Floquet (circa 1650-1690), Vienna.","(Possibly) sold by the artist to the art dealer Jehan van Mechelen, Antwerp, as mentioned in a notarial document dated 27 January 1627.",,,,,
https://www.christies.com/en/lot/lot-6467231?ldp_breadcrumb=back,oil on canvas,56 ½ x 75 ½ in. (143.5 x 191.7 cm.),"Anonymous sale; Christie's, London, 8 July 2009, lot 156, where acquired by the present owner.","Anonymous sale; Rheims, 4 March 1990, lot 209.","with Jean-Baptiste Lebrun (1748-1813), by 1809.",,,,,,,
https://www.christies.com/en/lot/lot-6467232?ldp_breadcrumb=back,oil on canvas,27 1⁄8 x 23 ¾ in. (69 x 60.3 cm.),"Anonymous sale; Christie's, Amsterdam, 8 November 1999, lot 95, where acquired by the present owner.","Private collector, and by whom sold,","Art Market, Paris, circa 1950, where acquired by the following,","(Possibly) with Alfred Stange, Paris, July 1950.",The Fontaine collection.,"Marie Françoise Lenglier, neé Thomazet, (d. 1788), her deceased sale; Lebrun, Paris, 10 March 1788, lot 121, as Jean le Duc, where acquired by,","Jacques Lenglier (1732-1814), France; his sale, Chez M.M. Lebrun and Brullé, Paris, 24 April 1786, lot 97, as F. le Duc.",,,
https://www.christies.com/en/lot/lot-6467233?ldp_breadcrumb=back,oil on canvas,32 ¾ x 26 3⁄8 in. (83.2 x 67.5 cm),"Dimitri Mavrommatis, Geneva; Sotheby's, London, 5 December 2007, lot 41, where acquired after the sale by the present owner.","with Richard Green, London, by 1996, from whom acquired by,","Charles Crichton and Isabel Laird Crichton, United Kingdom.","Mona Field, United Kingdom.","with Agnew's, London, by 1967.","[The Property of Guy Argles Esq.]; London, Sotheby's, 2 December 1964, lot 23, to the following,","Major G. M. Harding, Woodmancote, Lymington; [The Property of Major G. M. Harding, and are sold owing to his having given up his residence, Woodmancote, Lymington, Hants.], Christie's, London, 24 April 1931, lot 23.",,,
https://www.christies.com/en/lot/lot-6467234?ldp_breadcrumb=back,oil on canvas,41 ¼ x 35 3⁄8 in. (105 x 90 cm.),"Albert Vandervelden, Liège, by 2008.",,,,,,,,,
https://www.christies.com/en/lot/lot-6467235?ldp_breadcrumb=back,oil on panel,14 x 16 ¼ in. (35.6 x 41.9 cm.),"with Noortman Master Paintings, Maastricht, where acquired by the present owner in 2005.","with Salomon Lilian, Amsterdam, by 2004-5.","[The Property of a Gentleman]; Christie's, London, 4 July 1997, lot 8 (sold after the sale).","Private collection, Germany.","Anonymous sale; Sotheby's, London, 8 July 1987, lot 114.","with Kunsthandel P. de Boer, Amsterdam, by 1981.","Mrs. M.E. Braithwaite; (†), Sotheby's, London, 16 July 1980, lot 116.","Robert Prioleau Roupell, Esq., Q.C. (1798-1886), London; (†), Christie's, London, 25 June 1887, lot 45 (265 gns. to Permain).","Anonymous sale; de Vries a.o., Amsterdam, 26 November 1851, lot 20.","(Possibly) Private collection, Germany, circa 1785."
https://www.christies.com/en/lot/lot-6467236?ldp_breadcrumb=back,oil on canvas,The first: 42 1⁄8 x 54 7⁄8 in. (107 x 139 cm.) The second: 42 x 51 ¾ in. (106.5 x 131.5 cm.),"[The Property of a Gentleman]; Christie's, London, 4 July 1997, lot 25, where acquired by the present owner.","with Pieter Hoogendijk, Baarn, by 1995.","Private collection, until 1995.","Anonymous sale; Sotheby's, London, 6 July 1983, lot 71.","Baron Axel Gustav Tage Reedtz-Thott (1920-1973), Gavnø Castle, Naestved, Denmark; his deceased sale, Christie's, London, 2 July 1976, lot 36 (GBP 8,500).","Baron Kjeld Thor Tage Otto Reedtz-Thot (1876-1923), Gavnø Castle, Naestved, Denmark, and by descent to,","Count Otto Thott (d. 1785), Gavnø Castle, Naestved, Denmark, and by descent to,","(Possibly) Jacob Martens and Aletta Martens-Pater, Utrecht, by 1669.","(Possibly) Peter Wtewael, Utrecht, until 1660.",
https://www.christies.com/en/lot/lot-6467237?ldp_breadcrumb=back,oil on canvas,33 x 22 5⁄8 in. (83.8 x 57.4 cm.),"with Johnny van Haeften, London, where acquired by the present owner in 2004.","Anonymous sale; Christie's, New York, 7 June 2002, lot 100.","Bruno Pagliai (1902-1983) and Merle Oberon (1911-1979), Mexico City, by the early 1950's, and by descent.","Almina Herbert, née Wombwell, Countess of Carnarvon (1876-1969), Highclere Castle, Hampshire; [Property of the Countess of Carnarvon], Christie's, London, 31 May 1918, lot 154 (65 gns.).",,,,,,
